vehicle_id,timestep,speed,acceleration,braking,lane_position,lane_change,heading_dev,proximity,label
28,16,89.42264259236228,4.098442039095959,0.035348658803653024,0.33334878739268536,0,4.427959250879681,9.490863562993564,2
17,42,99.26892243313866,8.031480041528514,0.04504899920181519,-0.9851690690697583,0,14.61188998961697,9.085904288797495,2
60,27,64.49218721285034,2.448586988174057,0.11042863222321989,-0.7166922223058211,0,-0.11074467394623609,33.549874345275164,0
92,41,61.28617450404967,-0.399424780986017,0.1352749608625513,-0.21370411567623818,0,-0.0703917619833149,36.1559809982345,0
48,42,127.01452481891494,4.375789557195098,0.13470243987252745,-1.1239858766659792,0,-6.401755038479745,9.405654644713598,2
153,14,68.93188347207251,0.10654467643437403,0.0,-0.23952543108035826,0,-1.0872550133532108,26.697897467926534,0
119,1,60.25385277972272,-0.003912509295078522,0.10954604675588285,0.10697006327285939,0,1.8313537122209738,22.600901864263278,0
2,11,59.73486124550783,0.5400178017231407,0.07943480881466136,-0.08169172529712337,0,-4.1544165394955685,32.85749983750476,0
10,30,18.19602131165504,-1.5631420694029394,0.9223199225832815,1.113238658903887,1,2.620578092952897,8.040272891043434,1
9,35,45.77746290402326,1.295207072669644,0.17354432862041588,-0.13564037672849583,0,3.4526358865825832,28.832862103033122,0
126,41,58.863333109185646,-0.6913348611627764,0.12826338562598924,0.22406402819170743,0,1.1379468884195751,32.14083863755731,0
49,10,125.5778565864468,11.659564342681712,0.044858746337685426,0.8637591167364997,1,15.678797472716987,0.0,2
12,44,96.62162343979995,5.468560986333054,0.0021130925472038556,1.542839943224707,0,9.95724493616381,3.0009889433353,2
27,26,96.24909220597443,3.823187864761629,0.13280902060893085,1.5661319830293308,1,2.782075447164532,4.936172988694441,2
147,11,66.63646347032841,-0.5750581961873702,0.09022891101347072,-0.012373448808844544,0,-2.296175018588086,31.630300239466994,0
27,4,54.2348959927328,0.6943263811492989,0.18178664249496362,-0.2800725755101167,0,-0.9893853791952201,27.678309909992166,0
117,14,54.33294891944947,0.9221734565070863,0.06866313687149263,-0.49517251798999623,0,3.0781121702004137,34.333261129028415,0
106,22,70.84198244043543,1.7632988002995693,0.17635226679048233,-0.2687744626709781,0,-3.425763816217523,23.46299061869651,0
24,39,83.76978150282652,5.354998961563688,0.05907010945834768,1.022412055267856,0,6.975324992041585,0.0,2
57,40,61.41257140087463,-0.35991109356667156,0.005339008978845261,0.228262104284041,0,1.6404014835513898,31.069113119525635,0
33,33,63.24359281721603,0.7791306255883522,0.25027276807992854,-0.3464952600547999,0,2.3401826640633043,30.282601317115112,0
57,27,105.19671941005292,5.56241382128716,0.05590336995244305,-0.9996415844298367,1,20.681019182560696,13.422759516472496,2
102,38,53.07649225766206,-2.39198188955614,0.10065368477351959,0.39528669879288536,0,3.3177037439172152,31.969309582528993,0
7,18,60.97676098548832,0.9752005416847661,0.04754632609999019,0.4386215645006302,0,0.3201099242665555,26.759752390579575,0
41,42,117.33240627633391,5.140241391827288,0.016240160286904858,0.34771230012248977,1,32.97084213640913,3.232433323644905,2
8,41,25.377555693151187,-6.1993384646816025,0.8649469886084652,1.5282453700966792,1,61.38060579991594,11.262982413716585,1
22,36,115.07327347754419,1.125258696473645,0.02750223405776122,-0.8110045425066454,1,21.511198278238115,5.581226805822482,2
15,48,102.6600603221496,6.918125541612485,0.08917481925872954,-0.2731766037908696,0,29.24824062261065,2.796386594142729,2
27,19,3.762702251858631,-6.283721915691419,0.9309723116893913,1.0052303515405085,1,28.883327819417303,8.59328847406855,1
81,32,76.78674673372566,-0.5082651460833204,0.19182428214350017,0.23145538229611168,0,2.6672523742166776,25.066471682003773,0
19,7,9.548777500243334,-7.800432495261367,0.8241913624816873,0.6367295876183474,1,46.12075293388887,9.051737389697008,1
127,5,57.64726090027561,-0.4076605785659349,0.33000306851444516,0.007210823485891746,0,-2.9316258253514045,33.88130508519324,0
124,1,49.02856350371186,0.7577341142099038,0.03533131469366088,-0.04499624140582351,0,-0.30992723009198553,28.573529480480712,0
32,37,115.98616307161092,0.9397843182805428,0.03627465664599562,-0.219309309730655,0,10.667936548664699,7.088754158287056,2
33,0,14.083206033030125,-3.3521482527251045,0.9865200606840179,1.842519252787467,0,41.22162346773354,6.349455335070612,1
123,12,47.48800863366322,-3.635200227540102,0.1478940188932631,-0.19394793493125237,0,0.2531267636364034,36.45764887643586,0
30,3,59.96625542589048,0.07468584263688564,0.174761024527205,-0.03254566855174474,1,-2.928508784019876,26.41442827876765,0
21,9,56.29385667913894,-1.4396081307988273,0.041479310309639875,-0.5995864575761816,0,-0.386280851806883,32.07046244606199,0
46,8,20.14844419896493,-12.68715758513288,0.9693617158172969,1.1689639402246157,1,49.55562633936178,0.0,1
47,12,34.66220641783205,-10.808182031222424,0.989011374757002,0.09371575860498316,1,14.170728240852496,9.844739646629545,1
116,42,45.064902217468564,1.383424078555975,0.24236311818185136,-0.16755891681034038,0,1.27920980584345,34.41461226505296,0
43,23,61.51757992248741,-0.32474193508197385,0.20045978671244824,-0.25016960552003403,0,-2.331140670559833,41.16486368095963,0
51,44,103.99609591598599,1.1796037338058194,0.07445447481833095,1.7205318590411591,0,22.182465399080208,8.296641898990892,2
8,8,61.20295631711899,-0.3894035615253766,0.0,0.29675546519281076,0,-0.21390490081710975,34.227497179878206,0
58,19,106.60173363612694,3.4886891093780923,0.0698919193179865,1.075548925501084,0,13.434519611907286,7.997606212062186,2
120,31,55.75168652474362,-1.663689978196383,0.047433968275614635,0.31615739059552506,0,-0.20723329199483428,35.92167564002331,0
